State,City,Locality,Property_Type,BHK,Size_in_SqFt,Furnished_Status,Floor_No,Total_Floors,Security,Amenities,Facing,Owner_Type,Availability_Status,Year_Built,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Price_in_Lakhs
Tamil Nadu,Pune,Locality_13,Builder Floor,3,1326.0,Semi-Furnished,5.0,23,,Premium,North,Builder,Ready to Move,2018,1,2,8,1,222.19732690819586
Telangana,Gurgaon,Locality_47,Independent House,5,4485.0,Unfurnished,3.0,32,No,Luxury,North-East,Owner,Under Construction,1994,4,2,6,1,1764.5872876091562
Haryana,Mumbai,Locality_31,Apartment,1,2592.0,Semi-Furnished,38.0,45,No,Luxury,North-East,Owner,Under Construction,2000,8,4,4,1,701.3686224673778
Haryana,Hyderabad,Locality_34,Independent House,5,3679.0,Semi-Furnished,13.0,17,Yes,Basic,East,Owner,Ready to Move,2003,8,1,2,3,665.2305375562245
Haryana,Bangalore,Locality_39,Independent House,1,4401.0,Fully Furnished,,42,Yes,Luxury,East,Agent,Ready to Move,1991,2,1,8,1,913.1118102386091
Haryana,Chennai,Locality_3,Apartment,1,2862.0,Unfurnished,35.0,47,Yes,Premium,East,Agent,Ready to Move,2024,2,0,3,1,477.09030598428785
Haryana,Gurgaon,Locality_8,Villa,5,2724.0,Fully Furnished,24.0,25,No,Basic,West,Owner,Ready to Move,2024,1,2,4,1,649.9778597437509
Telangana,Gurgaon,Locality_23,Apartment,1,2226.0,Unfurnished,24.0,31,Yes,Premium,South,Owner,Ready to Move,2017,6,3,5,1,465.9050179681354
Telangana,Bangalore,Locality_14,Independent House,2,2506.0,Unfurnished,17.0,21,Yes,Premium,North,Agent,Ready to Move,1997,5,0,4,1,423.8440250909962
Delhi,Gurgaon,Locality_27,Independent House,1,766.0,Unfurnished,10.0,42,Yes,Premium,East,Owner,Ready to Move,2021,4,0,8,2,146.78240384234658
Karnataka,Mumbai,Locality_29,Villa,4,1337.0,Fully Furnished,2.0,15,Yes,Premium,North,Builder,Ready to Move,1993,6,4,9,2,408.3370915188677
Haryana,Mumbai,Locality_39,Apartment,1,1186.0,Fully Furnished,23.0,45,No,Premium,North,Builder,Ready to Move,1996,3,3,1,1,258.577897696802
Maharashtra,Bangalore,Locality_39,Independent House,4,3861.0,Fully Furnished,6.0,21,,Basic,North,Owner,Ready to Move,2016,4,2,2,1,872.0779293410583
Telangana,Chennai,Locality_1,Builder Floor,1,856.0,Fully Furnished,2.0,43,No,Premium,East,Builder,Ready to Move,2006,8,2,4,3,141.0789608937438
Maharashtra,New Delhi,Locality_17,Independent House,1,4315.0,Semi-Furnished,21.0,28,No,Basic,East,Owner,Ready to Move,1999,8,2,1,1,757.5021862677645
Maharashtra,Pune,Locality_41,Independent House,5,1371.0,Semi-Furnished,35.0,43,No,Luxury,South,Agent,Under Construction,1993,3,0,6,0,346.4837401131088
Maharashtra,New Delhi,Locality_30,Villa,2,2473.0,Semi-Furnished,29.0,35,No,Premium,East,Owner,Ready to Move,2012,5,4,5,2,638.5042058038233
Delhi,Gurgaon,Locality_13,Builder Floor,2,,Unfurnished,7.0,13,Yes,Premium,East,Agent,Ready to Move,2003,1,0,7,1,438.4643826660706
Telangana,Pune,Locality_21,Independent House,3,4918.0,Semi-Furnished,29.0,29,No,Luxury,North,Builder,Ready to Move,1994,2,1,6,2,953.5703334422134
Maharashtra,Bangalore,Locality_19,Independent House,5,3141.0,Unfurnished,37.0,38,Yes,Basic,South,Builder,Ready to Move,1991,8,1,3,1,539.7484374871669
Haryana,Bangalore,Locality_19,Builder Floor,5,,Fully Furnished,23.0,32,Yes,Premium,North-East,Builder,Ready to Move,2013,5,2,5,0,560.6020159215583
Tamil Nadu,Chennai,Locality_25,Apartment,2,3891.0,Unfurnished,33.0,42,Yes,Luxury,East,Owner,Under Construction,2007,7,4,3,1,766.9938483761767
Maharashtra,Pune,Locality_22,Apartment,5,4678.0,Unfurnished,8.0,34,Yes,Luxury,East,Agent,Under Construction,2016,4,2,9,2,1139.4385764846634
Delhi,Mumbai,Locality_31,Independent House,2,2850.0,Semi-Furnished,12.0,12,No,Premium,North-East,Agent,Under Construction,2013,1,2,2,2,794.9735638609992
Telangana,Pune,Locality_17,Independent House,5,4857.0,Fully Furnished,10.0,23,No,Basic,North,Builder,Under Construction,2018,6,0,6,2,928.0764990082608
Delhi,Gurgaon,Locality_23,Apartment,1,,Fully Furnished,15.0,48,No,Basic,South,Builder,Ready to Move,2000,5,2,9,3,543.4177850072068
Maharashtra,Mumbai,Locality_32,Villa,2,3230.0,Semi-Furnished,,34,Yes,Premium,North,Agent,Under Construction,2007,1,2,7,2,787.9352162815973
Telangana,Hyderabad,Locality_10,Builder Floor,2,1818.0,Fully Furnished,26.0,31,No,Luxury,West,Owner,Under Construction,1993,5,4,5,1,410.4246527080174
Tamil Nadu,Hyderabad,Locality_10,Builder Floor,4,2035.0,Fully Furnished,39.0,40,No,Premium,East,Builder,Ready to Move,2022,7,4,2,0,407.61299801121777
Maharashtra,Hyderabad,Locality_36,Villa,5,2943.0,Fully Furnished,3.0,48,No,Basic,West,Owner,Under Construction,2003,0,4,2,0,441.2166912796614
Delhi,Bangalore,Locality_8,Villa,5,2272.0,Semi-Furnished,2.0,31,No,Luxury,East,Builder,Under Construction,2021,3,2,4,1,716.1634167378129
Karnataka,Pune,Locality_20,Villa,2,3709.0,Fully Furnished,6.0,17,No,Premium,West,Builder,Ready to Move,1993,0,4,2,3,552.7947972231378
Haryana,Hyderabad,Locality_32,Villa,1,1377.0,Unfurnished,21.0,25,No,Luxury,North-East,Owner,Ready to Move,2009,1,4,8,1,232.80823157671588
Delhi,New Delhi,Locality_50,Villa,1,3370.0,Unfurnished,9.0,41,Yes,Basic,East,Owner,Under Construction,2010,0,3,7,2,711.0655141040078
Telangana,Chennai,Locality_14,Villa,1,3700.0,Fully Furnished,10.0,34,Yes,Basic,East,Owner,Ready to Move,1992,5,3,7,3,398.2460229654495
Maharashtra,New Delhi,Locality_50,Builder Floor,5,4644.0,Semi-Furnished,36.0,43,No,Basic,West,Owner,Under Construction,2014,5,1,3,1,1202.9679494356833
Haryana,Hyderabad,Locality_28,Villa,4,4247.0,Semi-Furnished,3.0,17,Yes,Premium,South,Agent,Ready to Move,1993,0,0,7,3,702.7252100384236
Maharashtra,Chennai,Locality_46,Apartment,2,3336.0,Semi-Furnished,24.0,29,Yes,Luxury,West,Agent,Under Construction,2000,3,0,8,0,776.2880523121722
Telangana,Gurgaon,Locality_24,Villa,3,792.0,Fully Furnished,22.0,48,No,Premium,East,Builder,Under Construction,2005,3,4,5,1,171.25291995854994
Maharashtra,New Delhi,Locality_15,Villa,4,2151.0,Fully Furnished,14.0,16,,Premium,East,Builder,Under Construction,1995,7,1,1,1,542.7317360172365
Karnataka,Pune,Locality_22,Builder Floor,3,4906.0,Unfurnished,27.0,31,No,Premium,South,Builder,Ready to Move,2020,5,1,1,0,952.8836463741042
Haryana,Pune,Locality_30,Builder Floor,4,1036.0,Semi-Furnished,33.0,49,Yes,Premium,North,Agent,Ready to Move,2002,1,3,4,3,216.2187252187258
Haryana,New Delhi,Locality_4,Villa,1,3186.0,Unfurnished,22.0,39,No,Luxury,South,Owner,Under Construction,2012,4,1,2,0,867.708587105587
Telangana,Hyderabad,Locality_13,Builder Floor,5,,Unfurnished,29.0,37,Yes,Luxury,North,Builder,Ready to Move,1993,3,2,7,3,186.73337152223567
Karnataka,Pune,Locality_23,Independent House,3,3152.0,Semi-Furnished,19.0,32,Yes,Premium,East,Agent,Ready to Move,2022,9,4,3,1,545.7264201047766
Delhi,Gurgaon,Locality_8,Builder Floor,4,2874.0,Fully Furnished,19.0,39,Yes,Premium,North-East,Builder,Under Construction,2018,3,2,4,3,705.2466941729969
Maharashtra,Mumbai,Locality_18,Builder Floor,5,2772.0,Fully Furnished,6.0,11,Yes,Basic,North-East,Agent,Ready to Move,2008,7,0,9,3,776.4117304737731
Tamil Nadu,Hyderabad,Locality_12,Builder Floor,3,1466.0,Unfurnished,19.0,24,No,Basic,West,Owner,Ready to Move,2009,4,3,2,2,223.99989047413075
Maharashtra,Gurgaon,Locality_31,Builder Floor,2,1389.0,Unfurnished,13.0,36,Yes,Luxury,South,Agent,Under Construction,2021,2,2,8,2,337.9963895767015
Maharashtra,Chennai,Locality_14,Apartment,4,4363.0,Unfurnished,26.0,42,No,Basic,South,Owner,Under Construction,2005,9,4,1,2,726.0505987633317
Delhi,Gurgaon,Locality_34,Apartment,2,3900.0,Unfurnished,22.0,44,No,Luxury,North-East,Builder,Ready to Move,1994,3,2,3,0,1231.2839565474424
Maharashtra,Hyderabad,Locality_18,Apartment,1,534.0,Semi-Furnished,21.0,36,Yes,Luxury,North,Owner,Ready to Move,2001,0,2,4,0,106.92044437431335
Karnataka,Chennai,Locality_34,Villa,2,4023.0,Unfurnished,36.0,38,Yes,Luxury,South,Agent,Ready to Move,2010,5,1,6,2,664.0815904078603
Karnataka,Hyderabad,Locality_11,Villa,2,2263.0,Unfurnished,2.0,43,No,Basic,North,Builder,Under Construction,2003,9,3,1,1,295.0270031841643
Haryana,Pune,Locality_41,Independent House,4,,Fully Furnished,30.0,36,Yes,Basic,North,Builder,Ready to Move,2011,3,0,8,1,620.3961254755241
Telangana,Mumbai,Locality_12,Apartment,1,2988.0,Fully Furnished,27.0,32,No,Luxury,North,Agent,Ready to Move,2019,5,4,2,1,829.398861281696
Tamil Nadu,Hyderabad,Locality_49,Villa,2,3200.0,Fully Furnished,7.0,19,Yes,Luxury,North,Owner,Ready to Move,2012,1,4,5,0,631.4001762570172
Maharashtra,Hyderabad,Locality_15,Builder Floor,5,2058.0,Semi-Furnished,20.0,26,No,Premium,West,Agent,Ready to Move,1994,4,0,6,3,397.64469140803055
Maharashtra,Pune,Locality_31,Builder Floor,3,2776.0,Semi-Furnished,31.0,31,Yes,Luxury,West,Owner,Ready to Move,2018,8,4,8,0,521.2704972961131
Delhi,Bangalore,Locality_49,Apartment,2,4506.0,Fully Furnished,23.0,25,Yes,Luxury,North-East,Owner,Ready to Move,2019,7,1,3,2,1015.854142774753
Telangana,Pune,Locality_29,Independent House,1,4939.0,Fully Furnished,13.0,21,No,Premium,West,Builder,Under Construction,2007,2,2,9,3,692.7700041852171
Karnataka,Chennai,Locality_26,Independent House,2,1603.0,Unfurnished,17.0,44,No,Luxury,South,Owner,Under Construction,1990,0,1,5,1,298.25635313328695
Tamil Nadu,Pune,Locality_18,Builder Floor,3,1919.0,Unfurnished,4.0,47,No,Luxury,West,Builder,Under Construction,2006,9,1,8,0,390.57244081773297
Haryana,Pune,Locality_32,Independent House,1,1978.0,Semi-Furnished,14.0,22,Yes,Luxury,South,Agent,Ready to Move,1992,2,1,4,0,323.93681144838064
Karnataka,Mumbai,Locality_22,Apartment,4,4414.0,Semi-Furnished,20.0,27,Yes,Premium,South,Agent,Ready to Move,1996,7,0,9,2,1172.8099122313852
Telangana,Pune,Locality_38,Builder Floor,1,4242.0,Unfurnished,13.0,17,Yes,Basic,North,Builder,Under Construction,2016,2,3,8,1,639.2739063739442
Haryana,Hyderabad,Locality_17,Villa,4,3456.0,Fully Furnished,3.0,45,Yes,Luxury,North-East,Builder,Under Construction,2017,4,0,5,0,893.1908796913698
Delhi,Mumbai,Locality_23,Villa,1,1882.0,Unfurnished,26.0,34,No,Premium,North,Owner,Under Construction,2020,1,0,3,0,436.80622013949113
Delhi,New Delhi,Locality_24,Independent House,3,3074.0,Semi-Furnished,26.0,31,No,Luxury,North,Builder,Under Construction,2004,0,1,1,3,1104.0311461234498
Maharashtra,Bangalore,Locality_50,Builder Floor,3,3884.0,Semi-Furnished,18.0,45,Yes,Premium,West,Agent,Under Construction,1997,9,3,5,0,757.557376061839
Telangana,Mumbai,Locality_8,Builder Floor,1,2069.0,Unfurnished,32.0,37,Yes,Luxury,West,Builder,Ready to Move,1995,4,0,5,3,635.1913711211758
Tamil Nadu,Chennai,Locality_41,Villa,2,2394.0,Unfurnished,14.0,19,,Premium,South,Builder,Ready to Move,2017,4,3,4,0,325.0470739544017
Haryana,New Delhi,Locality_6,Builder Floor,3,2743.0,Unfurnished,3.0,8,No,Basic,West,Builder,Ready to Move,1993,5,1,8,1,646.6319052073069
Karnataka,Mumbai,Locality_5,Builder Floor,4,2366.0,Semi-Furnished,1.0,18,No,Basic,West,Owner,Ready to Move,2019,1,0,3,2,508.1283612745929
Telangana,Mumbai,Locality_44,Builder Floor,4,528.0,Fully Furnished,26.0,36,Yes,Basic,East,Builder,Ready to Move,2006,8,3,9,1,108.14047412521428
Telangana,Bangalore,Locality_29,Independent House,5,1205.0,Unfurnished,24.0,40,No,Luxury,South,Owner,Under Construction,2023,1,4,3,2,345.1770374512541
Delhi,Hyderabad,Locality_28,Builder Floor,4,1520.0,Semi-Furnished,35.0,38,Yes,Premium,South,Owner,Under Construction,1995,1,0,4,0,325.9444251428885
Maharashtra,Chennai,Locality_11,Apartment,5,2563.0,Semi-Furnished,14.0,44,Yes,,East,Builder,Ready to Move,2024,4,0,6,1,540.32205159677
Maharashtra,Gurgaon,Locality_1,Independent House,1,1946.0,Semi-Furnished,3.0,18,No,Luxury,South,Owner,Under Construction,2005,8,0,9,3,449.0129499452705
Haryana,Gurgaon,Locality_43,Builder Floor,1,4164.0,Unfurnished,13.0,24,No,Premium,North-East,Builder,Ready to Move,1991,3,3,2,2,763.9277208474994
Delhi,Mumbai,Locality_19,Builder Floor,1,3487.0,Unfurnished,14.0,29,No,Luxury,North-East,Agent,Ready to Move,1997,5,2,2,2,1160.5976582637722
Telangana,Pune,Locality_9,Apartment,2,4102.0,Fully Furnished,21.0,46,No,Premium,East,Agent,Under Construction,2004,1,0,2,0,686.5756777657261
Tamil Nadu,Chennai,Locality_27,Independent House,2,4185.0,Semi-Furnished,26.0,32,Yes,Premium,West,Owner,Ready to Move,2016,3,4,5,2,692.4872973831087
Delhi,New Delhi,Locality_34,Villa,5,3868.0,Unfurnished,3.0,32,No,Basic,North-East,Agent,Ready to Move,2005,8,4,6,2,892.8147327899102
Haryana,Pune,Locality_44,Villa,4,4081.0,Semi-Furnished,4.0,25,No,Basic,East,Builder,Ready to Move,1990,1,1,3,2,699.7197364935834
Haryana,Pune,Locality_4,Independent House,4,3262.0,Semi-Furnished,36.0,45,No,Basic,North-East,Owner,Under Construction,1999,0,2,3,0,452.10020632525476
Delhi,Chennai,Locality_36,Builder Floor,1,4537.0,Fully Furnished,1.0,36,No,Premium,North,Builder,Under Construction,1996,3,2,2,1,625.5780282536914
Haryana,Hyderabad,Locality_18,Builder Floor,3,1072.0,Unfurnished,33.0,39,Yes,Basic,East,Owner,Ready to Move,1999,3,3,6,0,175.0705218008736
Delhi,Mumbai,Locality_15,Villa,2,4588.0,Unfurnished,7.0,35,Yes,Premium,South,Owner,Ready to Move,2001,0,1,1,3,1280.0973521539713
Karnataka,Mumbai,Locality_13,Villa,2,1114.0,Semi-Furnished,11.0,41,No,Luxury,North-East,Owner,Under Construction,2006,3,3,9,2,430.4997791512418
Delhi,Mumbai,Locality_19,Villa,1,4550.0,Semi-Furnished,27.0,32,No,Basic,South,Owner,Under Construction,2001,2,1,4,2,1004.6546844888671
Delhi,Mumbai,Locality_49,Apartment,2,825.0,Fully Furnished,14.0,44,Yes,Premium,East,Agent,Under Construction,2004,1,2,2,1,209.6923349729828
Haryana,Gurgaon,Locality_6,Villa,1,4240.0,Fully Furnished,22.0,46,Yes,Premium,North-East,Agent,Under Construction,2021,9,3,6,2,898.716387939168
Haryana,Mumbai,Locality_48,Apartment,5,858.0,Fully Furnished,16.0,31,No,Premium,South,Agent,Ready to Move,2021,3,1,5,1,308.6727178127755
Maharashtra,Gurgaon,Locality_12,Independent House,4,4277.0,Fully Furnished,12.0,44,Yes,Premium,West,Owner,Ready to Move,2015,7,2,3,2,978.5096509591444
Maharashtra,Gurgaon,Locality_37,Builder Floor,3,2871.0,Fully Furnished,10.0,45,Yes,Basic,West,Agent,Ready to Move,2003,6,2,3,2,461.3162863886728
Karnataka,Hyderabad,Locality_17,Villa,4,2221.0,Fully Furnished,24.0,25,Yes,Basic,North,Owner,Under Construction,2015,8,0,5,0,329.1526257850462
Maharashtra,Mumbai,Locality_23,Builder Floor,4,1849.0,Semi-Furnished,18.0,39,,Basic,East,Agent,Under Construction,1994,7,3,4,0,399.72246821413717
Delhi,Bangalore,Locality_26,Builder Floor,5,4196.0,Fully Furnished,22.0,31,No,Premium,South,Owner,Ready to Move,1993,0,0,5,3,963.1746168431647
Haryana,New Delhi,Locality_29,Villa,2,4396.0,Semi-Furnished,,31,Yes,Luxury,North,Agent,Under Construction,2017,1,2,2,1,1492.339138341614
Maharashtra,Pune,Locality_33,Villa,3,4760.0,Semi-Furnished,17.0,21,Yes,Premium,East,Agent,Ready to Move,1990,1,3,1,3,1014.7822322031905
Maharashtra,Gurgaon,Locality_27,Independent House,2,2096.0,Unfurnished,38.0,44,No,Luxury,West,Agent,Under Construction,2002,7,3,5,0,586.8508533034121
Karnataka,Chennai,Locality_25,Apartment,4,2127.0,Semi-Furnished,13.0,17,No,Basic,South,Owner,Ready to Move,1992,3,4,1,1,314.6203377113323
Telangana,Chennai,Locality_10,Apartment,1,3002.0,Semi-Furnished,37.0,43,No,Premium,North-East,Owner,Ready to Move,2014,8,1,3,0,394.79994657725786
Karnataka,New Delhi,Locality_47,Builder Floor,4,4308.0,Fully Furnished,6.0,41,Yes,Premium,West,Agent,Ready to Move,2005,1,4,8,1,1191.0896007658926
Delhi,Chennai,Locality_23,Villa,2,692.0,Semi-Furnished,21.0,45,No,Basic,North-East,Owner,Ready to Move,2010,3,4,8,2,92.55559593844829
Haryana,Bangalore,Locality_21,Independent House,4,3174.0,Fully Furnished,36.0,45,Yes,Premium,North-East,Builder,Under Construction,2002,0,2,9,3,830.3687347283447
Karnataka,Chennai,Locality_21,Independent House,1,,Fully Furnished,7.0,38,No,Luxury,South,Agent,Ready to Move,1997,2,1,1,3,923.6351844850558
Maharashtra,Pune,Locality_43,Independent House,5,3077.0,Fully Furnished,36.0,38,Yes,Luxury,South,Agent,Ready to Move,2008,5,4,4,1,773.9431282287865
Haryana,Pune,Locality_13,Independent House,2,591.0,Unfurnished,25.0,34,No,Luxury,North-East,Builder,Ready to Move,2005,8,4,6,3,112.65882558830772
Haryana,Gurgaon,Locality_37,Independent House,4,4734.0,Fully Furnished,11.0,21,No,Premium,North,Owner,Ready to Move,2001,0,3,7,0,1146.585220894206
Maharashtra,Mumbai,Locality_33,Apartment,2,980.0,Semi-Furnished,14.0,18,Yes,Premium,North-East,Owner,Under Construction,2009,4,2,5,3,247.66979658951695
Karnataka,Hyderabad,Locality_24,Apartment,5,3416.0,Fully Furnished,29.0,37,No,Luxury,North-East,Owner,Ready to Move,2007,1,4,7,1,689.8514939789799
Maharashtra,Bangalore,Locality_44,Apartment,4,,Fully Furnished,10.0,42,No,Premium,South,Agent,Ready to Move,2001,6,1,8,3,1328.6422021129486
Telangana,Gurgaon,Locality_11,Villa,4,1575.0,Fully Furnished,5.0,39,No,Luxury,East,Agent,Under Construction,2014,3,0,6,3,594.4752996085645
Haryana,Bangalore,Locality_17,Builder Floor,2,3013.0,Unfurnished,8.0,8,No,Basic,West,Agent,Ready to Move,2000,4,0,4,0,591.8725875645957
Tamil Nadu,Mumbai,Locality_4,Independent House,2,1298.0,Semi-Furnished,5.0,33,No,Luxury,South,Agent,Ready to Move,2011,7,2,1,2,481.22335138127175
Tamil Nadu,Chennai,Locality_47,Villa,1,4449.0,Unfurnished,24.0,29,Yes,Basic,North,Agent,Ready to Move,2023,1,0,5,0,644.4014115044286
Delhi,Chennai,Locality_25,Independent House,5,1104.0,Semi-Furnished,,37,Yes,Basic,West,Owner,Ready to Move,2002,2,3,4,3,211.87455358741818
Maharashtra,Hyderabad,Locality_30,Apartment,1,3479.0,Unfurnished,6.0,21,No,Basic,South,Builder,Under Construction,2001,4,3,5,3,452.6770181041944
Maharashtra,Mumbai,Locality_9,Villa,4,1097.0,Semi-Furnished,16.0,32,No,Luxury,South,Owner,Under Construction,2017,9,1,4,2,359.39212500790387
Delhi,Gurgaon,Locality_21,Apartment,2,2032.0,Unfurnished,36.0,39,Yes,,East,Owner,Under Construction,2016,3,2,9,2,473.2239726670157
Delhi,Hyderabad,Locality_20,Independent House,4,1013.0,Fully Furnished,12.0,12,Yes,Premium,North,Agent,Under Construction,2002,4,2,3,0,153.41459425122056
Delhi,Mumbai,Locality_19,Independent House,4,2377.0,Unfurnished,11.0,38,No,Premium,North,Builder,Under Construction,2016,2,0,3,2,693.4542416490484
Haryana,New Delhi,Locality_19,Builder Floor,3,4472.0,Unfurnished,3.0,22,Yes,Basic,South,Builder,Under Construction,2020,8,4,7,0,1045.0802978925085
Telangana,Pune,Locality_12,Independent House,3,4343.0,Fully Furnished,37.0,38,No,Luxury,East,Owner,Ready to Move,1991,7,4,2,1,1012.3172549812921
Maharashtra,Hyderabad,Locality_37,Apartment,4,2199.0,Fully Furnished,6.0,31,No,Premium,South,Builder,Ready to Move,2007,5,4,9,3,384.6457825691542
Haryana,Hyderabad,Locality_42,Independent House,2,1529.0,Semi-Furnished,19.0,20,,Premium,North-East,Owner,Ready to Move,2015,0,1,8,2,204.33737087976255
Delhi,Gurgaon,Locality_17,Builder Floor,4,1216.0,Semi-Furnished,18.0,24,No,Premium,North-East,Owner,Ready to Move,2020,3,2,6,1,251.48914800449882
Maharashtra,Bangalore,Locality_37,Builder Floor,3,4586.0,Semi-Furnished,16.0,44,Yes,Luxury,East,Owner,Under Construction,2011,6,0,9,1,1201.4878022500804
Haryana,New Delhi,Locality_48,Apartment,2,1165.0,Unfurnished,23.0,26,Yes,Premium,South,Owner,Ready to Move,2008,9,1,3,0,225.46142833895865
Telangana,Gurgaon,Locality_39,Villa,4,2708.0,Semi-Furnished,37.0,37,Yes,Basic,East,Agent,Ready to Move,2003,4,3,4,0,478.4983099490545
Haryana,Mumbai,Locality_28,Independent House,5,1579.0,Unfurnished,9.0,20,No,Luxury,South,Builder,Under Construction,2003,3,3,7,2,612.7253364106415
Telangana,Mumbai,Locality_41,Builder Floor,5,727.0,Unfurnished,3.0,16,Yes,Premium,South,Agent,Ready to Move,2018,8,3,1,0,235.81590819692076
Delhi,Mumbai,Locality_35,Independent House,4,,Semi-Furnished,8.0,15,No,Premium,North-East,Agent,Ready to Move,2006,7,2,1,1,171.3967529814674
Telangana,Mumbai,Locality_47,Independent House,2,1569.0,Semi-Furnished,38.0,41,No,Luxury,West,Agent,Under Construction,1998,2,3,1,1,545.9002635698444
Maharashtra,Bangalore,Locality_48,Villa,4,1863.0,Unfurnished,4.0,5,Yes,Premium,North,Owner,Ready to Move,1990,5,4,8,3,423.92666239935687
Delhi,New Delhi,Locality_18,Builder Floor,4,2255.0,Fully Furnished,12.0,31,No,Premium,North,Owner,Ready to Move,1993,3,3,6,1,507.2025178860386
Maharashtra,Chennai,Locality_14,Independent House,3,1019.0,Fully Furnished,31.0,32,No,Basic,East,Agent,Under Construction,1996,6,1,3,2,153.70428061156207
Tamil Nadu,Pune,Locality_35,Builder Floor,5,4044.0,Unfurnished,25.0,32,No,Luxury,North,Agent,Ready to Move,2000,0,3,7,3,1029.4003634547391
Karnataka,Bangalore,Locality_44,Apartment,3,2822.0,Semi-Furnished,16.0,34,Yes,Premium,North-East,Builder,Ready to Move,2003,0,4,6,0,505.95864955789375
Telangana,Bangalore,Locality_41,Apartment,3,1602.0,Unfurnished,14.0,21,No,Luxury,West,Agent,Ready to Move,2008,5,3,5,3,515.715180776451
Karnataka,Chennai,Locality_7,Independent House,4,1097.0,Unfurnished,13.0,41,,Luxury,South,Owner,Ready to Move,1992,9,0,3,1,260.62372292371055
Karnataka,Chennai,Locality_41,Builder Floor,3,3773.0,Semi-Furnished,,7,No,Basic,South,Agent,Ready to Move,1997,6,4,4,2,534.7307080745685
Telangana,Pune,Locality_13,Independent House,5,4549.0,Fully Furnished,12.0,46,Yes,,North-East,Builder,Under Construction,2018,8,2,1,0,936.4475526616865
Delhi,Pune,Locality_18,Builder Floor,3,3105.0,Unfurnished,37.0,45,No,,North,Builder,Ready to Move,1998,6,3,9,0,853.4989974905892
